time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-28 00:00:00+00:00,15,5,0,0
2026-04-29 00:00:00+00:00,29,7,0,0
2026-04-30 00:00:00+00:00,22,7,0,0
2026-05-01 00:00:00+00:00,31,7,0,0
2026-05-02 00:00:00+00:00,48,12,0,0
2026-05-03 00:00:00+00:00,35,13,0,0
2026-05-04 00:00:00+00:00,28,9,0,0
2026-05-05 00:00:00+00:00,48,12,0,0
2026-05-06 00:00:00+00:00,21,7,0,0
2026-05-07 00:00:00+00:00,9,4,0,0
2026-05-08 00:00:00+00:00,15,5,0,0
2026-05-09 00:00:00+00:00,19,7,0,0
2026-05-10 00:00:00+00:00,15,6,0,0
2026-05-11 00:00:00+00:00,19,6,0,0
